originalTitle,world_revenue,distributor,opening_theaters,budget,MPAA,release_days,startYear,runtimeMinutes,genres_y,averageRating,numVotes,ordering,category,primaryName
CatVideoFest 2020,437625,Oscilloscope,30.0,237489.0,R,315,2020,75.0,Documentary,6.9,20,1,director,Alex P. Kitten
Once Upon a Time in Hollywood,377426903,Sony Pictures Entertainment (SPE),3659.0,90000000.0,R,525,2019,161.0,"Comedy,Drama",7.6,750251,9,editor,Fred Raskin
The House,34184504,Warner Bros.,3134.0,40000000.0,R,185,2022,97.0,"Animation,Comedy,Drama",6.8,17921,9,writer,Enda Walsh
Fall,17363261,Lionsgate,1548.0,3000000.0,PG-13,171,2022,85.0,Drama,9.0,9,9,actor,Giulio J. Prosperi
French Exit,1556763,Sony Pictures Classics,4.0,741895.0,R,323,2020,113.0,"Comedy,Drama",5.9,7735,9,producer,Christine Haebler
Jurassic World: Fallen Kingdom,1308467944,Universal Pictures,4475.0,170000000.0,PG-13,193,2018,128.0,"Action,Adventure,Sci-Fi",6.1,320902,9,producer,Belén Atienza
The Hustle,97409779,United Artists Releasing,3007.0,21000000.0,PG-13,236,2019,93.0,"Comedy,Crime",5.4,61270,9,writer,Jac Schaeffer
Brittany Runs a Marathon,7442106,Amazon Studios,5.0,7442106.0,R,133,2019,104.0,"Comedy,Drama",6.8,20712,9,composer,Duncan Thum
Jiang Ziya,240646355,Well Go USA Entertainment,20000.0,46728.0,R,99,2020,110.0,"Action,Adventure,Animation",6.5,1947,9,composer,Ying-Wah Wong
Chhapaak,6532100,FIP,100.0,4346488.0,R,357,2020,120.0,"Biography,Drama",5.3,27276,9,composer,Tubby
The Broken Hearts Gallery,4781389,TriStar Pictures,2209.0,8000000.0,PG-13,119,2020,109.0,"Comedy,Romance",6.3,9149,9,editor,Shawn Paper
Save Yourselves!,301162,Bleecker Street Media,388.0,47496.0,R,91,2020,93.0,"Adventure,Comedy,Sci-Fi",5.8,7492,9,producer,Mandy Tagger
Hell Fest,18159691,Lionsgate,2297.0,5500000.0,R,98,2018,89.0,"Horror,Thriller",5.5,17841,9,writer,William Penick
Mile 22,66308758,STX Entertainment,3520.0,50000000.0,R,137,2018,94.0,"Action,Thriller",6.1,81580,9,composer,Jeff Russo
Sonic the Hedgehog,319715683,Paramount Pictures,4167.0,85000000.0,PG,687,2020,99.0,"Action,Adventure,Comedy",6.5,142499,9,producer,Takeshi Ito
Silence,23834809,Paramount Pictures,4.0,45000000.0,R,374,2018,90.0,Drama,5.4,22,9,actor,Ethan Blashford
Motherless Brooklyn,18477736,Warner Bros.,1342.0,26000000.0,R,63,2019,144.0,"Crime,Drama,Mystery",6.8,58838,9,producer,Rachel Shane
The Sparks Brothers,1249115,Focus Features,534.0,82635.0,R,203,2021,140.0,"Biography,Comedy,Documentary",7.8,5318,9,cinematographer,Jake Polonsky
Stuber,32390945,Twentieth Century Fox,3050.0,16000000.0,R,173,2019,93.0,"Action,Comedy,Crime",6.2,48506,9,composer,Joseph Trapanese
Poms,16418218,STX Entertainment,2750.0,16418218.0,PG-13,236,2019,90.0,"Comedy,Drama,Sport",6.1,6552,9,producer,Celyn Jones
For the Love of Money,480774,Freestyle Releasing,519.0,465757.0,R,44,2021,99.0,"Drama,Thriller",4.1,757,9,producer,Melissa A. Young
Kalank,17987034,FIP,320.0,17987034.0,Not Rated,259,2019,166.0,"Drama,Romance",3.5,16995,9,producer,Karan Johar
Lightyear,226425420,Walt Disney Studios Motion Pictures,4255.0,200000000.0,PG,227,2022,105.0,"Action,Adventure,Animation",6.1,107790,9,writer,Andrew Stanton
Blacklight,15902207,Briarcliff Entertainment,2772.0,320000000.0,PG-13,353,2022,104.0,"Action,Drama,Thriller",4.8,19537,9,producer,Allie Loh
Together Together,1437938,Bleecker Street Media,665.0,1400000.0,R,253,2021,90.0,"Comedy,Drama",6.4,8012,9,composer,Alex Somers
Triangle of Sadness,22576705,Neon,10.0,13998619.0,R,115,2022,147.0,"Comedy,Drama",7.5,69622,9,editor,Mikel Cee Karlsson
Amsterdam,31245810,Walt Disney Studios Motion Pictures,3005.0,80000000.0,R,115,2022,134.0,"Comedy,Drama,History",6.1,60874,9,composer,Daniel Pemberton
Copshop,6807158,Open Road Films (II),3005.0,6000000.0,R,106,2021,107.0,"Action,Thriller",6.2,32900,9,producer,Eric Gold
Beautiful Boy,31711319,Amazon Studios,4.0,19300000.0,R,446,2018,120.0,"Biography,Drama",7.3,81375,9,producer,Dede Gardner
On the Basis of Sex,38673750,Focus Features,33.0,38755900.0,PG-13,372,2018,120.0,"Biography,Drama",7.1,35297,9,composer,Mychael Danna
The Mauritanian,7527030,STX Entertainment,248.0,14000000.0,R,323,2021,129.0,"Biography,Drama,Thriller",7.4,53005,9,writer,Mohamedou Ould Slahi
Running the Bases,1511980,UP2U Films,1080.0,1511980.0,PG,136,2022,127.0,"Drama,Family",5.2,316,9,editor,Michael Palmerio
Searching,75462037,Screen Gems,9.0,880000.0,PG-13,133,2018,102.0,"Drama,Horror,Mystery",7.6,165832,9,producer,Adam Sidman
Synchronic,1483731,Well Go USA Entertainment,327.0,18900000.0,R,77,2019,102.0,"Crime,Drama,Horror",6.2,32875,9,composer,Jimmy LaValle
Honey Boy,3400977,Amazon Studios,4.0,3400977.0,R,420,2019,94.0,Drama,7.2,38427,9,producer,Daniela Taplin Lundberg
Orphan: First Kill,37083743,Paramount Pictures,498.0,10000000.0,R,164,2022,99.0,"Crime,Drama,Horror",5.9,34049,9,producer,Ethan Erwin
The Oscar Nominated Short Films 2019: Documentary,3538550,Shorts International,270.0,3538550.0,R,327,2019,160.0,Documentary,8.3,9,3,editor,Simon Williamson
Old,90146510,Universal Pictures,3355.0,89836797.0,PG-13,168,2021,108.0,"Drama,Horror,Mystery",5.8,123901,9,producer,Ashwin Rajan
Devotion,21524368,Columbia Pictures,3405.0,90000000.0,PG-13,68,2022,139.0,"Action,Drama,War",6.7,12081,9,producer,Thad Luckinbill
Morbius,167460961,Columbia Pictures,4268.0,80000000.0,PG-13,304,2022,104.0,"Action,Adventure,Horror",5.2,129688,9,producer,Lucas Foster
Man of God,1176808,Fathom Events,0.0,22000000.0,R,315,2022,111.0,Drama,4.0,170,9,cinematographer,Lance Gewer
Blinded by the Light,18096691,Warner Bros.,2307.0,18096691.0,PG-13,138,2019,118.0,"Comedy,Drama,Music",6.9,25634,9,producer,Jane Barclay
Overboard,91244913,Pantelion Films,1623.0,12000000.0,PG-13,242,2018,112.0,"Comedy,Romance",6.0,39271,9,composer,Lyle Workman
Leave No Trace,7682928,Bleecker Street Media,9.0,34876.0,PG,186,2018,109.0,"Adventure,Drama",7.1,60950,9,producer,Linda Reisman
Tenet,365304105,Warner Bros.,2810.0,536378.0,PG-13,491,2020,150.0,"Action,Sci-Fi,Thriller",7.3,513587,9,editor,Jennifer Lame
Christmas with the Chosen: The Messengers,13728000,Fathom Events,1700.0,13388000.0,R,37,2021,123.0,Music,7.8,809,9,director,Ben Smallbone
I Still Believe,16069730,Lionsgate,3250.0,12000000.0,PG,294,2020,116.0,"Biography,Drama,Music",6.4,12396,9,producer,Kevin Downes
Wonder Park,119559110,Paramount Pictures,3838.0,90000000.0,PG,292,2019,85.0,"Adventure,Animation,Comedy",5.8,12148,9,producer,Kendra Haaland
Mission Mangal,5667057,FIP,263.0,5667057.0,R,139,2019,130.0,"Drama,History",6.5,16512,9,writer,Riturraj Tripathii
Ma,61220784,Universal Pictures,2808.0,5000000.0,R,217,2019,99.0,"Horror,Mystery,Thriller",5.6,54737,9,composer,Gregory Tripi
Scoob!,28588425,Warner Bros.,2500.0,90000000.0,PG,231,2020,93.0,"Adventure,Animation,Comedy",5.6,27587,9,writer,Matt Lieberman
Thor: Love and Thunder,760928081,Walt Disney Studios Motion Pictures,4375.0,250000000.0,PG-13,206,2022,118.0,"Action,Adventure,Comedy",6.3,339533,9,producer,Kevin Feige
If Beale Street Could Talk,20596567,Annapurna Pictures,4.0,20596567.0,R,383,2018,119.0,"Drama,Romance",7.1,49790,9,producer,Sara Murphy
Zombieland: Double Tap,122810399,Sony Pictures Entertainment (SPE),3468.0,42000000.0,R,441,2019,99.0,"Action,Comedy,Horror",6.7,183392,9,producer,Gavin Polone
Blithe Spirit,964832,IFC Films,239.0,34000.0,PG-13,316,2020,99.0,"Comedy,Fantasy,Romance",5.4,7491,9,writer,Noël Coward
Lamb of God: The Concert Film,744813,Excel Entertainment,104.0,744813.0,R,295,2021,90.0,Musical,8.9,128,9,producer,Arthur Van Wagenen
The King's Daughter,2231447,Gravitas Ventures,2170.0,40000000.0,PG,374,2022,98.0,"Action,Adventure,Family",5.1,4565,9,producer,David Brookwell
Sherlock Gnomes,90497778,Paramount Pictures,3662.0,59000000.0,PG,284,2018,86.0,"Adventure,Animation,Comedy",5.2,12934,9,writer,Emily Cook
Alone,651445,Magnolia Pictures,169.0,301839.0,R,112,2019,69.0,"Adventure,Drama,Sci-Fi",6.4,307,8,editor,Carlos Lima
Bombshell,61404394,Lionsgate,4.0,32000000.0,R,385,2019,109.0,"Biography,Drama",6.8,117430,9,producer,Robert Graf
Fantastic Beasts: The Crimes of Grindelwald,654855901,Warner Bros.,4163.0,200000000.0,PG-13,411,2018,134.0,"Adventure,Family,Fantasy",6.5,287541,9,producer,Lionel Wigram
Halloween,255485178,Universal Pictures,3928.0,10000000.0,R,439,2018,106.0,"Crime,Horror,Thriller",6.5,157595,9,writer,Danny McBride
Wrong Turn,4829926,Saban Films,259.0,4800000.0,R,340,2021,109.0,"Horror,Thriller",5.5,32223,9,composer,Stephen Lukach
Flag Day,1301424,United Artists Releasing,24.0,56576.0,R,134,2021,109.0,"Crime,Drama",5.4,2923,9,producer,William Horberg
Let Him Go,10835686,Focus Features,2454.0,10773007.0,R,421,2020,113.0,"Crime,Drama,Thriller",6.7,29042,9,composer,Michael Giacchino
Creed II,214215889,Metro-Goldwyn-Mayer (MGM),3441.0,50000000.0,PG-13,406,2018,130.0,"Action,Drama,Sport",7.1,128614,9,writer,Ryan Coogler
The Lodge,3155858,Neon,6.0,3200000.0,R,329,2019,108.0,"Drama,Horror,Mystery",6.0,49735,9,producer,Simon Oakes
The Banshees of Inisherin,32567504,Searchlight Pictures,4.0,20000000.0,R,101,2022,114.0,"Comedy,Drama",7.8,106897,9,cinematographer,Ben Davis
The Duke,14224753,Sony Pictures Classics,4.0,14329323.0,R,283,2020,95.0,"Biography,Comedy,Crime",6.9,9997,9,composer,George Fenton
Uncle Drew,46664414,Lionsgate,2742.0,18000000.0,PG-13,186,2018,103.0,"Comedy,Sport",5.7,14820,9,composer,Christopher Lennertz
Burn the Stage: The Movie,20347513,Trafalgar Releasing,629.0,20347513.0,R,50,2018,84.0,"Documentary,Music",8.5,3892,9,actor,BTS
Black Widow,379751655,Walt Disney Studios Motion Pictures,4160.0,379751131.0,PG-13,176,2021,134.0,"Action,Adventure,Sci-Fi",6.7,383762,9,producer,Kevin Feige
Solo: A Star Wars Story,392924807,Walt Disney Studios Motion Pictures,4381.0,275000000.0,PG-13,221,2018,135.0,"Action,Adventure,Sci-Fi",6.9,352220,9,producer,Simon Emanuel
Den of Thieves,80509622,STX Entertainment,2432.0,30000000.0,R,347,2018,140.0,"Action,Crime,Drama",7.0,114665,9,producer,Tucker Tooley
A Mouthful of Air,269435,Stage 6 Films,816.0,72000.0,R,70,2021,105.0,Drama,6.0,1889,9,composer,John Gürtler
Long Shot,53873809,Lionsgate,3230.0,40000000.0,R,243,2019,125.0,"Comedy,Romance",6.8,113074,9,producer,Evan Goldberg
Hotel Artemis,13313581,Global Road Entertainment,2407.0,15500000.0,R,207,2018,94.0,"Action,Crime,Drama",6.1,54726,9,producer,Adam Siegel
Sleight,3989705,BH Tilt,565.0,250000.0,R,248,2020,89.0,Drama,8.2,8,9,composer,Devin Bonnée
The Call,1591194,Atlas Distribution Company,195.0,13000000.0,R,98,2020,97.0,"Horror,Mystery,Thriller",4.2,4369,9,producer,Jeffrey Reddick
Proud Mary,21753365,Screen Gems,2125.0,14000000.0,R,354,2018,89.0,"Action,Crime,Drama",5.0,10143,9,producer,Tai Duncan
The Menu,79278001,Searchlight Pictures,3211.0,30000000.0,R,73,2022,107.0,"Comedy,Horror,Thriller",7.2,194352,9,producer,Katie Goodson
Venom,856085151,Sony Pictures Entertainment (SPE),4250.0,100000000.0,PG-13,453,2018,112.0,"Action,Adventure,Sci-Fi",6.6,491612,9,writer,Todd McFarlane
Widows,75984700,Twentieth Century Fox,2803.0,42000000.0,R,411,2018,129.0,"Crime,Drama,Thriller",6.8,99453,9,producer,Emile Sherman
It Chapter Two,473093228,Warner Bros.,4570.0,79000000.0,R,119,2019,169.0,"Drama,Fantasy,Horror",6.5,270891,9,producer,Dan Lin
Gringo,11001627,STX Entertainment,2404.0,11001627.0,R,298,2018,111.0,"Action,Comedy,Crime",6.1,30837,9,producer,Beth Kono
Malignant,34891791,Warner Bros.,3485.0,33974421.0,R,119,2018,111.0,Drama,6.0,6,4,cinematographer,Christopher Breitinger
The Whale,14963138,A24,6.0,22968254.0,R,52,2022,117.0,Drama,8.0,19250,9,composer,Rob Simonsen
Show Dogs,39156854,Global Road Entertainment,3212.0,5500000.0,PG,228,2018,92.0,"Adventure,Comedy,Crime",3.9,4846,9,producer,Philip von Alvensleben
Richard Jewell,44655962,Warner Bros.,2502.0,45000000.0,R,385,2019,131.0,"Biography,Crime,Drama",7.5,89590,9,writer,Kevin Salwen
Ticket to Paradise,169525095,Universal Pictures,3543.0,60000000.0,PG-13,101,2022,104.0,"Comedy,Romance",6.2,38390,9,producer,Eric Fellner
Kidnap,34814102,Aviron Pictures,2378.0,21000000.0,R,154,2022,95.0,Thriller,9.7,86,9,editor,Renjith Surendran
Adrift,59945012,STX Entertainment,3015.0,35000000.0,PG-13,214,2022,96.0,Thriller,7.8,7,9,editor,Quinn Noreyko
The Call of the Wild,111202881,20th Century Studios,3752.0,135000000.0,PG,315,2020,100.0,"Adventure,Drama,Family",6.7,50992,9,producer,James Mangold
Family Camp,3973263,Roadside Attractions,854.0,3973263.0,PG,262,2022,111.0,"Comedy,Family",5.0,1042,9,producer,Trey Reynolds
Honest Thief,31220247,Open Road Films (II),2425.0,32609631.0,PG-13,91,2020,99.0,"Action,Thriller",6.0,51956,9,producer,Jonah Loop
The Way Back,15490514,Warner Bros.,2718.0,26524989.0,R,301,2020,108.0,"Drama,Sport",6.7,47856,9,producer,Jennifer Todd
Smallfoot,214040103,Warner Bros.,4131.0,80000000.0,PG,460,2018,96.0,"Adventure,Animation,Comedy",6.6,40539,9,writer,Glenn Ficarra
Ordinary Love,774877,Bleecker Street Media,3.0,63739.0,R,322,2019,92.0,"Drama,Romance",6.6,4582,9,producer,David Holmes
The French Dispatch,46333545,Searchlight Pictures,52.0,45050593.0,R,436,2020,107.0,"Comedy,Drama,Romance",7.1,125988,9,producer,Jeremy Dawson
The Best of Enemies,10209813,STX Entertainment,1705.0,10000000.0,PG-13,271,2019,133.0,"Biography,Drama,History",7.3,17656,9,producer,Tobey Maguire
L'Arracheuse de temps,750623,eOne Entertainment,68.0,700000.0,R,437,2021,105.0,Fantasy,6.4,186,9,producer,Antonello Cozzolino
Vikram,29837637,Prime Media Pictures,465.0,1750755.0,R,241,2022,175.0,"Action,Crime,Thriller",8.3,60566,9,cinematographer,Girish Gangadharan
Instant Family,120556201,Paramount Pictures,3286.0,48000000.0,PG-13,411,2018,118.0,"Comedy,Drama",7.3,109654,9,composer,Michael Andrews
Halloween Ends,104186860,Universal Pictures,3901.0,33000000.0,R,108,2022,111.0,"Horror,Thriller",5.0,54937,9,writer,Chris Bernier
Ailey,214328,Neon,2.0,72634.0,PG-13,162,2021,95.0,"Biography,Documentary,History",6.7,267,9,editor,Annukka Lilja
Uri: The Surgical Strike,39346577,PackYourBag Films,101.0,39346577.0,R,355,2019,138.0,"Action,Drama,History",8.2,65446,9,cinematographer,Mitesh Mirchandani
The Dead Don't Die,15325468,Focus Features,613.0,15325468.0,R,201,2019,104.0,"Comedy,Fantasy,Horror",5.4,80281,9,cinematographer,Frederick Elmes
Alice,373043,Roadside Attractions,169.0,7331647.0,R,318,2019,103.0,"Comedy,Drama,Romance",6.5,1155,8,editor,Marsha Bramwell
X,14779858,A24,2865.0,1000000.0,R,318,2019,127.0,"Comedy,Drama,Thriller",4.3,106,9,producer,Amber Tiana
Bad Times at the El Royale,31882724,Twentieth Century Fox,2808.0,32000000.0,R,84,2018,141.0,"Crime,Drama,Mystery",7.1,152996,9,editor,Lisa Lassek
Eiffel,13649605,Blue Fox Entertainment,41.0,1595061.0,R,276,2021,108.0,"Biography,Drama,History",6.2,5486,9,writer,Martin Brossollet
Dumbo,353284621,Walt Disney Studios Motion Pictures,4259.0,170000000.0,PG,278,2019,112.0,"Adventure,Family,Fantasy",6.3,77647,9,producer,Katterli Frauenfelder
Underwater,40882928,Twentieth Century Fox,2791.0,39177495.0,PG-13,357,2020,95.0,"Action,Horror,Sci-Fi",5.8,85189,9,producer,Tonia Davis
The Outfit,4032313,Focus Features,1324.0,4042803.0,R,318,2022,105.0,"Crime,Drama,Mystery",7.1,46300,9,producer,Scoop Wasserstein
Ocean's Eight,297718711,Warner Bros.,4145.0,70000000.0,PG-13,207,2018,110.0,"Action,Comedy,Crime",6.3,223386,9,producer,Susan Ekins
The Spy Who Dumped Me,75320680,Lionsgate,3111.0,40000000.0,R,151,2018,117.0,"Action,Adventure,Comedy",6.0,79060,9,composer,Tyler Bates
DC League of Super-Pets,207357117,Warner Bros.,4314.0,90000000.0,PG,185,2022,105.0,"Action,Adventure,Animation",7.2,65323,9,producer,Hiram Garcia
Mystify: Michael Hutchence,1082456,Fathom Events,0.0,45000.0,R,360,2019,102.0,"Biography,Documentary,Music",7.3,2501,9,producer,Maya Gnyp
The Last Shift,1035128,Stage 6 Films,871.0,103528.0,R,105,2020,90.0,"Comedy,Drama",5.7,3657,9,producer,Alex Lipschultz
Umma,2232593,Stage 6 Films,805.0,2301255.0,PG-13,318,2022,83.0,"Drama,Horror,Mystery",4.7,7864,9,cinematographer,Matt Flannery
Hereditary,80200936,A24,2964.0,10000000.0,R,207,2018,127.0,"Drama,Horror,Mystery",7.3,326098,9,composer,Colin Stetson
Reminiscence,16400193,Warner Bros.,3265.0,54000000.0,PG-13,140,2021,116.0,"Mystery,Romance,Sci-Fi",5.9,57457,9,composer,Ramin Djawadi
Space Jam: A New Legacy,163692228,Warner Bros.,3965.0,143987946.0,PG,175,2021,115.0,"Adventure,Animation,Comedy",4.5,73235,9,writer,Herschel Weingrod
The Secret Life of Pets 2,431058415,Universal Pictures,4561.0,80000000.0,PG,210,2019,86.0,"Adventure,Animation,Comedy",6.4,63712,9,writer,Cinco Paul
Bros,14810714,Universal Pictures,3350.0,22000000.0,R,122,2022,115.0,"Comedy,Romance",6.4,25595,9,cinematographer,Brandon Trost
The Mean One,612260,Atlas Distribution Company,162.0,612260.0,R,53,2022,93.0,Horror,4.0,390,9,composer,Yael Benamour
Unforgettable,17768012,Warner Bros.,2417.0,12000000.0,R,255,2019,86.0,Drama,7.4,310,9,producer,Vincent Del Rosario III
Boy Erased,11853081,Focus Features,5.0,11000000.0,R,425,2018,115.0,"Biography,Drama",6.9,39657,9,composer,Saunder Jurriaans
K.G.F: Chapter 2,89123940,Viva Pictures,0.0,159887058.0,R,290,2022,168.0,"Action,Crime,Drama",8.3,135812,9,editor,Ujwal Kulkarni
Unhinged,44331465,Solstice Studios,299.0,37339104.0,R,147,2018,95.0,Thriller,4.1,265,9,cinematographer,Colemar Nichols
Panga,4886124,FIP,102.0,3501210.0,R,343,2020,131.0,"Drama,Sport",6.8,7661,9,composer,Ankit Balhara
Life Itself,7997774,Amazon Studios,2609.0,7997774.0,R,105,2018,117.0,"Drama,Romance",6.8,22683,9,composer,Federico Jusid
Mafia Inc,889863,Entertainment One,85.0,8500000.0,R,322,2019,143.0,"Crime,Drama",6.8,1486,9,producer,Antonello Cozzolino
Monster Hunter,42145959,Screen Gems,1736.0,47853893.0,PG-13,379,2020,103.0,"Action,Adventure,Fantasy",5.2,60918,9,producer,Robert Kulzer
Isn't It Romantic,48791187,Warner Bros.,3444.0,31000000.0,PG-13,322,2019,89.0,"Comedy,Fantasy,Musical",5.9,71004,9,producer,Todd Garner
Ambulance,52300984,Universal Pictures,3412.0,40000000.0,R,297,2022,136.0,"Action,Crime,Drama",6.1,76575,9,producer,Ian Bryce
National Champions,475488,STX Entertainment,1197.0,465657.0,R,28,2021,116.0,"Drama,Sport",5.7,1539,9,producer,Basil Iwanyk
The 15:17 to Paris,57076286,Warner Bros.,3042.0,30000000.0,PG-13,326,2018,94.0,"Biography,Drama,Thriller",5.3,34313,9,producer,Tim Moore
The Oscar Nominated Short Films 2018: Live Action,3511123,Shorts International,198.0,3511123.0,R,326,2018,96.0,"Action,Drama",8.0,209,6,editor,Simon Williamson
Memory,13897255,Open Road Films (II),2555.0,30000000.0,R,276,2022,114.0,"Action,Crime,Thriller",5.7,27005,9,writer,Erik Van Looy
The Railway Children Return,4298731,Blue Fox Entertainment,923.0,4200000.0,PG,129,2022,99.0,"Adventure,Drama,Family",5.5,967,9,writer,E. Nesbit
Words on Bathroom Walls,3151849,Roadside Attractions,924.0,9300000.0,PG-13,140,2020,110.0,"Drama,Romance",7.1,11139,9,producer,Pete Shilaimon
Avengers: Endgame,2799439100,Walt Disney Studios Motion Pictures,4662.0,356000000.0,PG-13,250,2019,181.0,"Action,Adventure,Drama",8.4,1141570,9,writer,Stan Lee
Death of a Nation,5885881,Quality Flix,1005.0,6000000.0,PG-13,151,2018,108.0,"Documentary,History",4.2,7079,7,composer,Dennis McCarthy
The Fabelmans,25005325,Universal Pictures,4.0,40000000.0,PG-13,80,2022,151.0,Drama,7.7,42303,9,cinematographer,Janusz Kaminski
Downton Abbey,194694725,Focus Features,3079.0,13000000.0,PG,105,2019,122.0,"Drama,Romance",7.4,57943,9,composer,John Lunn
The Card Counter,5040693,Focus Features,580.0,5000000.0,R,113,2021,111.0,"Crime,Drama,Thriller",6.2,36640,9,composer,Robert Levon Been
"Hallelujah: Leonard Cohen, a Journey, a Song",2549065,Sony Pictures Entertainment (SPE),3.0,2588738.0,PG-13,213,2021,118.0,"Biography,Documentary,Music",7.6,678,7,composer,John Lissauer
Good Boys,111173598,Universal Pictures,3204.0,20000000.0,R,140,2019,90.0,"Adventure,Comedy",6.7,75644,9,producer,James Weaver
The Informer,2927708,Vertical Entertainment,283.0,83746.0,R,63,2019,113.0,"Action,Crime,Drama",6.6,38567,9,writer,Börge Hellström
India Sweets and Spices,331790,Bleecker Street Media,343.0,748465.0,PG-13,49,2021,101.0,Comedy,6.1,700,9,composer,Ceiri Torjussen
Mrs. Harris Goes to Paris,30001915,Focus Features,980.0,13000000.0,PG,199,2022,115.0,"Comedy,Drama",7.1,13109,9,writer,Olivia Hetreed
Hotel Transylvania 3: Summer Vacation,528583774,Sony Pictures Entertainment (SPE),4267.0,80000000.0,PG,175,2018,97.0,"Adventure,Animation,Comedy",6.3,76392,9,composer,Tiësto
Bodies Bodies Bodies,13929670,A24,6.0,14029755.0,R,178,2022,94.0,"Comedy,Horror,Thriller",6.3,37449,9,producer,David Hinojosa
Pearl,9423445,A24,2935.0,200000000.0,R,136,2018,61.0,Thriller,5.1,16,8,editor,Devon Bray Jr.
Cut Throat City,864928,Well Go USA Entertainment,389.0,6500000.0,R,133,2020,123.0,"Action,Crime,Drama",4.9,2886,9,producer,Michael Mendelsohn
Sing 2,408398852,Universal Pictures,3892.0,404654988.0,PG,404,2021,110.0,"Adventure,Animation,Comedy",7.4,71244,9,composer,Joby Talbot
The Lego Movie 2: The Second Part,192306508,Warner Bros.,4303.0,99000000.0,PG,327,2019,107.0,"Action,Adventure,Animation",6.6,68668,9,writer,Jerry Siegel
Finding You,3326885,Roadside Attractions,1312.0,3300000.0,PG,232,2020,119.0,"Drama,Romance",6.4,5525,9,producer,Julie Ryan
Scary Stories to Tell in the Dark,104545505,Lionsgate,3135.0,25000000.0,PG-13,145,2019,108.0,"Adventure,Horror,Mystery",6.2,78583,9,writer,Patrick Melton
Breaking In,51411620,Universal Pictures,2537.0,6000000.0,PG-13,235,2018,88.0,"Action,Thriller",5.5,16217,9,producer,Will Packer
Acrimony,46403669,Lionsgate,2006.0,20000000.0,R,277,2018,120.0,"Horror,Romance,Thriller",5.8,9273,9,composer,Christopher Lennertz
Extra Ordinary,223898,Good Deed Entertainment,32.0,8765.0,R,301,2019,94.0,"Comedy,Fantasy,Horror",6.4,10657,9,producer,Yvonne Donohoe
Greed,1460431,Sony Pictures Classics,4.0,43748.0,R,308,2022,104.0,Thriller,6.8,302,8,actress,Jacqueline Yu
Willy's Wonderland,457144,Screen Media Films,123.0,45000.0,R,323,2021,88.0,"Action,Comedy,Horror",5.5,30802,9,producer,Bryan Lord
The Beatles: Get Back - The Rooftop Concert,2206846,IMAX,67.0,2881726.0,PG-13,365,2022,65.0,"Documentary,Music",9.0,1158,9,producer,Yoko Ono
White Boy Rick,25957482,Studio 8,2504.0,29000000.0,R,112,2018,111.0,"Crime,Drama",6.5,38746,9,producer,Darren Aronofsky
Final Account,353077,Focus Features,308.0,42536.0,PG-13,225,2020,94.0,Documentary,7.2,1206,5,editor,Stefan Ronowicz
The Mule,174804407,Warner Bros.,2588.0,50000000.0,R,383,2018,116.0,"Crime,Drama,Thriller",7.0,140088,9,producer,Tim Moore
Jexi,9341824,Lionsgate,2332.0,9341824.0,R,84,2019,84.0,"Comedy,Romance,Sci-Fi",6.0,28627,9,composer,Philip White
The Assistant,1338881,Bleecker Street Media,4.0,1700000.0,R,336,2019,87.0,Drama,6.4,23542,9,producer,James Schamus
Fire of Love,1620433,Neon,3.0,1820014.0,PG,208,2022,98.0,"Biography,Documentary",7.6,6396,9,composer,Nicolas Godin
The Art of Self-Defense,2414269,Bleecker Street Media,7.0,2414269.0,R,173,2019,104.0,"Action,Comedy,Crime",6.6,38502,9,producer,Stephanie Whonsetler
Upgrade,16593554,BH Tilt,1457.0,3000000.0,R,214,2018,100.0,"Action,Sci-Fi,Thriller",7.5,188815,9,composer,Jed Palmer
Midway,127420861,Lionsgate,3242.0,100000000.0,PG-13,420,2019,138.0,"Action,Drama,History",6.7,87540,9,cinematographer,Robby Baumgartner
Blockers,94017294,Universal Pictures,3379.0,21000000.0,R,270,2018,102.0,"Comedy,Drama",6.2,80885,9,producer,Evan Goldberg
After,69497587,Aviron Pictures,2138.0,14000000.0,PG-13,264,2019,105.0,"Drama,Romance",5.3,57426,9,writer,Anna Todd
Fifty Shades Freed,371985018,Universal Pictures,3768.0,55000000.0,R,326,2018,105.0,"Drama,Romance,Thriller",4.5,67524,9,producer,Michael De Luca
The Outpost,2327336,Fathom Events,74.0,73459.0,R,182,2019,123.0,"Action,Drama,History",6.8,35892,9,producer,Marc Frydman
Vengeance,4370536,Focus Features,998.0,4408369.0,R,185,2019,95.0,Horror,5.2,441,9,producer,Maddie Goodwin
The Nun,365550119,Warner Bros.,3876.0,22000000.0,R,119,2018,96.0,"Horror,Mystery,Thriller",5.3,144134,9,composer,Abel Korzeniowski
Charlie's Angels,73279888,Sony Pictures Entertainment (SPE),3452.0,48000000.0,PG-13,413,2019,118.0,"Action,Adventure,Comedy",4.9,75017,9,producer,Doug Belgrad
The Mustang,6405816,Focus Features,4.0,6405816.0,R,292,2019,96.0,Drama,6.8,13101,9,producer,Alain Goldman
In the Heights,45175167,Warner Bros.,3456.0,43646976.0,PG-13,210,2021,143.0,"Drama,Musical,Romance",7.3,48173,9,producer,Mara Jacobs
Radhe Shyam,15954804,Alerion,800.0,2192867.0,R,325,2022,138.0,"Drama,Romance",5.3,29827,9,writer,Jay Krishna
