originalTitle,world_revenue,distributor,opening_theaters,budget,MPAA,release_days,startYear,runtimeMinutes,genres_y,averageRating,numVotes,ordering,category,primaryName
Bad Samaritan,4623836,Electric Entertainment,2007.0,4623836.0,R,242,2018,110.0,"Crime,Horror,Thriller",6.4,24246,9,composer,Joseph LoDuca
The Oscar Nominated Short Films 2018: Live Action,3511123,Shorts International,198.0,3511123.0,R,326,2018,96.0,"Action,Drama",8.0,209,6,editor,Simon Williamson
Gosnell: The Trial of America's Biggest Serial Killer,3679893,GVN Releasing,673.0,3679893.0,PG-13,84,2018,93.0,"Crime,Drama",6.5,4629,9,composer,Deeji Mincey
Sgt. Stubby: An American Hero,4932694,Fun Academy Motion Pictures,1633.0,4932694.0,PG,628,2018,84.0,"Adventure,Animation,Family",6.9,2348,9,composer,Patrick Doyle
Life Itself,7997774,Amazon Studios,2609.0,7997774.0,R,105,2018,117.0,"Drama,Romance",6.8,22683,9,composer,Federico Jusid
Burn the Stage: The Movie,20347513,Trafalgar Releasing,629.0,20347513.0,R,50,2018,84.0,"Documentary,Music",8.5,3892,9,actor,BTS
Indivisible,3589633,Pure Flix Entertainment,830.0,3589633.0,PG-13,432,2018,119.0,"Drama,War",5.8,1286,9,producer,Justin Tolley
Blindspotting,5006989,Lionsgate,14.0,5006989.0,R,165,2018,95.0,"Comedy,Crime,Drama",7.4,31350,9,cinematographer,Robby Baumgartner
Johnny English Strikes Again,158970776,Universal Pictures,544.0,25000000.0,PG,70,2018,89.0,"Action,Adventure,Comedy",6.2,76020,9,producer,Eric Fellner
Gotti,6412349,Vertical Entertainment,503.0,6412349.0,R,200,2018,112.0,"Biography,Crime,Drama",4.7,15926,9,producer,Marc Fiore
Samson,4873825,Pure Flix Entertainment,1249.0,4873825.0,PG-13,319,2018,110.0,"Action,Drama",4.5,4698,9,writer,Galen Gilbert
Gringo,11001627,STX Entertainment,2404.0,11001627.0,R,298,2018,111.0,"Action,Comedy,Crime",6.1,30837,9,producer,Beth Kono
Action Point,5103663,Paramount Pictures,2032.0,19000000.0,R,214,2018,85.0,Comedy,5.1,11722,9,writer,Mike Judge
Beirut,7509436,Bleecker Street Media,755.0,59234.0,R,265,2018,110.0,"Action,Crime,Drama",6.5,23062,9,producer,Shivani Rawat
Colette,14273033,Bleecker Street Media,4.0,23789.0,R,105,2018,111.0,"Biography,Drama,History",6.7,24465,9,producer,Pamela Koffler
Kin,10313019,Lionsgate,2141.0,30000.0,PG-13,123,2018,102.0,"Action,Drama,Sci-Fi",5.8,17566,9,producer,Dan Cohen
God's Not Dead: A Light in Darkness,7414178,Pure Flix Entertainment,1693.0,20000.0,PG,277,2018,105.0,Drama,4.4,4149,9,producer,David A.R. White
Death of a Nation,5885881,Quality Flix,1005.0,6000000.0,PG-13,151,2018,108.0,"Documentary,History",4.2,7079,7,composer,Dennis McCarthy
Every Day,10421847,Orion Pictures,1667.0,4900000.0,PG-13,312,2018,97.0,"Drama,Fantasy,Romance",6.4,22231,9,producer,Peter Cron
Leave No Trace,7682928,Bleecker Street Media,9.0,34876.0,PG,186,2018,109.0,"Adventure,Drama",7.1,60950,9,producer,Linda Reisman
Star Wars: Episode IX - The Rise of Skywalker,1074144248,Walt Disney Studios Motion Pictures,4406.0,275000000.0,PG-13,378,2019,141.0,"Action,Adventure,Fantasy",6.5,456465,9,writer,George Lucas
Captain Marvel,1128274794,Walt Disney Studios Motion Pictures,4310.0,160000000.0,PG-13,299,2019,123.0,"Action,Adventure,Sci-Fi",6.8,565846,9,writer,Meg LeFauve
The Hurricane Heist,32517248,Entertainment Studios Motion Pictures,2402.0,35000000.0,PG-13,298,2018,103.0,"Action,Adventure,Crime",5.1,21097,9,writer,Carlos Davis
Unbroken: Path to Redemption,6216897,Pure Flix Entertainment,1620.0,200000.0,PG-13,112,2018,98.0,"Biography,Drama,History",5.8,3272,9,producer,Matthew Baer
Frozen II,1450026933,Walt Disney Studios Motion Pictures,4440.0,150000000.0,PG,406,2019,103.0,"Adventure,Animation,Comedy",6.8,176424,9,writer,Kristen Anderson-Lopez
Toy Story 4,1073394593,Walt Disney Studios Motion Pictures,4575.0,200000000.0,G,196,2019,100.0,"Adventure,Animation,Comedy",7.7,254860,9,writer,Rashida Jones
Love Story,5019348,Sony Pictures Entertainment (SPE),300.0,40000.0,R,99,2021,155.0,Romance,6.8,4193,9,cinematographer,Vijaya Kumar C.
Follow Me,4377394,Vertical Entertainment,45.0,35489.0,R,105,2020,91.0,"Adventure,Horror,Mystery",5.4,11390,9,composer,Crystal Grooms Mangano
A Call to Spy,786484,IFC Films,75.0,23678.0,PG-13,98,2019,123.0,"Biography,Crime,Drama",6.6,8285,9,editor,Paul Tothill
The Lion King,1656943394,Walt Disney Studios Motion Pictures,4725.0,260000000.0,PG,168,2019,118.0,"Adventure,Animation,Drama",6.8,248475,9,writer,Linda Woolverton
Avengers: Endgame,2799439100,Walt Disney Studios Motion Pictures,4662.0,356000000.0,PG-13,250,2019,181.0,"Action,Adventure,Drama",8.4,1141570,9,writer,Stan Lee
The Wolf of Snow Hollow,266963,United Artists Releasing,112.0,56789.0,R,84,2020,85.0,"Comedy,Horror,Mystery",6.2,22270,9,producer,Matt Miller
Come Away,1692494,Relativity Media,475.0,78356.0,PG,56,2020,94.0,"Adventure,Drama,Fantasy",5.7,5262,9,producer,David Oyelowo
Palm Springs,1512871,Neon,66.0,98567.0,R,175,2020,90.0,"Comedy,Fantasy,Mystery",7.4,162930,9,producer,Dylan Sellers
Extra Ordinary,223898,Good Deed Entertainment,32.0,8765.0,R,301,2019,94.0,"Comedy,Fantasy,Horror",6.4,10657,9,producer,Yvonne Donohoe
And Then We Danced,621446,Music Box Films,2.0,76738.0,R,329,2019,113.0,"Drama,Romance",7.6,13246,9,editor,Simon Carlgren
The Outpost,2327336,Fathom Events,74.0,73459.0,R,182,2019,123.0,"Action,Drama,History",6.8,35892,9,producer,Marc Frydman
Cunningham,367788,Magnolia Pictures,4.0,54739.0,PG,385,2019,93.0,"Biography,Documentary,Music",6.6,413,9,producer,Ilann Girard
Wild Mountain Thyme,1517267,Bleecker Street Media,450.0,36478.0,PG-13,28,2020,102.0,"Comedy,Drama,Romance",5.7,10077,9,producer,Martina Niland
The Secrets We Keep,615233,Bleecker Street Media,471.0,73635.0,R,107,2020,97.0,"Drama,Thriller",5.8,6394,9,producer,Erik Howsam
The Climb,711639,Sony Pictures Classics,408.0,67390.0,R,56,2019,98.0,"Comedy,Drama",6.7,4853,9,editor,Sara Shaw
Blind Eyes Opened,234505,Fathom Events,0.0,36758.0,R,344,2020,115.0,Documentary,7.3,46,8,cinematographer,Jeffrey Carter
Jiang Ziya,240646355,Well Go USA Entertainment,20000.0,46728.0,R,99,2020,110.0,"Action,Adventure,Animation",6.5,1947,9,composer,Ying-Wah Wong
Mystify: Michael Hutchence,1082456,Fathom Events,0.0,45000.0,R,360,2019,102.0,"Biography,Documentary,Music",7.3,2501,9,producer,Maya Gnyp
CatVideoFest 2020,437625,Oscilloscope,30.0,237489.0,R,315,2020,75.0,Documentary,6.9,20,1,director,Alex P. Kitten
Save Yourselves!,301162,Bleecker Street Media,388.0,47496.0,R,91,2020,93.0,"Adventure,Comedy,Sci-Fi",5.8,7492,9,producer,Mandy Tagger
The Informer,2927708,Vertical Entertainment,283.0,83746.0,R,63,2019,113.0,"Action,Crime,Drama",6.6,38567,9,writer,Börge Hellström
Ordinary Love,774877,Bleecker Street Media,3.0,63739.0,R,322,2019,92.0,"Drama,Romance",6.6,4582,9,producer,David Holmes
Fatman,1651413,Saban Films,259.0,63736.0,R,56,2020,100.0,"Action,Adventure,Comedy",5.9,27101,9,producer,Michelle Lang
Clemency,364952,Neon,2.0,53637.0,R,371,2019,112.0,Drama,6.5,4730,9,producer,Peter Wong
Created Equal: Clarence Thomas in His Own Words,282149,Manifold Productions Inc.,23.0,56278.0,PG-13,336,2020,116.0,"Biography,Documentary",8.1,1016,8,editor,Faith Jones
Yellow Rose,367849,Stage 6 Films,900.0,63738.0,PG-13,91,2019,94.0,"Drama,Music",6.6,1211,9,producer,Rey Cuerdo
She Dies Tomorrow,398663,Neon,24.0,63527.0,R,154,2020,86.0,"Drama,Fantasy,Horror",5.1,6570,9,composer,Mondo Boys
Buddy Games,853898,Paramount Pictures,401.0,64939.0,R,49,2019,96.0,Comedy,4.8,7250,9,cinematographer,Luke Bryant
The Kid Detective,367890,Stage 6 Films,865.0,425378.0,R,84,2020,100.0,"Comedy,Drama,Mystery",7.0,19683,9,cinematographer,Mike McLaughlin
Stevie Nicks 24 Karat Gold the Concert,613612,Trafalgar Releasing,413.0,93846.0,R,72,2020,135.0,Music,8.9,104,9,self,Ricky Peterson
Infamous,429148,Vertical Entertainment,58.0,536789.0,R,203,2020,100.0,"Crime,Drama,Romance",4.3,3206,9,producer,Scott Levenson
Tulsa,413378,Pryor Entertainment,191.0,92746.0,PG-13,140,2020,120.0,"Comedy,Drama",6.0,774,9,composer,Will Musser
The Resort,208639,Vertical Entertainment,114.0,323849.0,R,246,2021,76.0,Horror,3.1,3185,9,composer,John Stary
Ailey,214328,Neon,2.0,72634.0,PG-13,162,2021,95.0,"Biography,Documentary,History",6.7,267,9,editor,Annukka Lilja
Greed,1460431,Sony Pictures Classics,4.0,43748.0,R,308,2022,104.0,Thriller,6.8,302,8,actress,Jacqueline Yu
Together,214390,Universal Pictures,250.0,63547.0,R,127,2018,84.0,Drama,7.5,51,9,editor,Tomislav Pavlic
Black Panther,1346913161,Walt Disney Studios Motion Pictures,4020.0,92836.0,PG-13,319,2018,134.0,"Action,Adventure,Sci-Fi",7.3,780405,9,producer,Kevin Feige
Limbo,921894,Focus Features,208.0,54758.0,R,246,2020,45.0,Horror,3.6,10,9,actor,Rapper Rob G.
Becoming Cousteau,282634,Picturehouse,319.0,546398.0,PG-13,77,2021,94.0,"Adventure,Biography,Documentary",7.1,1201,9,producer,Dan Cogan
Half Brothers,3274339,Focus Features,1369.0,83846.0,PG-13,393,2020,96.0,"Comedy,Drama",6.0,3047,9,producer,Jason Benoit
Supernova,3415787,Bleecker Street Media,330.0,294773.0,R,337,2020,95.0,"Drama,Romance",6.9,12192,9,cinematographer,Dick Pope
Fantastic Fungi,1877675,Area 23a,1.0,547246.0,R,469,2019,81.0,Documentary,7.4,9693,9,composer,Adam Peters
Rita Moreno: Just a Girl Who Decided to Go for It,264626,Roadside Attractions,227.0,70000.0,PG-13,197,2021,90.0,"Biography,Documentary",7.7,807,9,cinematographer,Pedro Juan López
Once I Was Engaged,254775,Excel Entertainment,32.0,80000.0,R,164,2021,107.0,Comedy,4.9,114,9,cinematographer,Jeremy Prusso
A Mouthful of Air,269435,Stage 6 Films,816.0,72000.0,R,70,2021,105.0,Drama,6.0,1889,9,composer,John Gürtler
American Skin,282332,Vertical Entertainment,51.0,100000.0,R,351,2019,90.0,"Drama,Thriller",6.9,3627,9,composer,Henry Jackman
India Sweets and Spices,331790,Bleecker Street Media,343.0,748465.0,PG-13,49,2021,101.0,Comedy,6.1,700,9,composer,Ceiri Torjussen
Final Account,353077,Focus Features,308.0,42536.0,PG-13,225,2020,94.0,Documentary,7.2,1206,5,editor,Stefan Ronowicz
Benedetta,4251132,IFC Films,201.0,34679.0,R,423,2021,131.0,"Biography,Drama,History",6.7,20748,9,producer,Saïd Ben Saïd
Freaky,18073433,Universal Pictures,2472.0,465758.0,R,414,2020,102.0,"Comedy,Horror,Thriller",6.3,61159,9,cinematographer,Laurie Rose
Blithe Spirit,964832,IFC Films,239.0,34000.0,PG-13,316,2020,99.0,"Comedy,Fantasy,Romance",5.4,7491,9,writer,Noël Coward
The Dry,16066821,IFC Films,186.0,200000.0,R,225,2020,117.0,"Crime,Drama,Mystery",6.8,28047,9,producer,Steve Hutensky
Red Rocket,2312554,A24,6.0,345677.0,R,387,2021,130.0,"Comedy,Drama",7.2,25795,9,producer,Alex Saks
Crisis,1099426,Quiver Distribution,216.0,65444.0,R,309,2021,118.0,"Drama,Thriller",6.2,11145,9,editor,Duff Smith
The Water Man,383234,RLJE Films,311.0,200000.0,PG,239,2020,91.0,"Adventure,Drama,Family",5.5,4125,9,composer,Peter Baert
Dutch,404371,Faith Media Distribution,202.0,150000.0,R,295,2021,109.0,Action,3.8,485,9,cinematographer,Brian Taylor
Bo Gia,17480489,3388 Films,20.0,80000.0,R,218,2021,128.0,"Comedy,Drama,Family",6.7,896,9,composer,Ngô Minh Hoàng
Flag Day,1301424,United Artists Releasing,24.0,56576.0,R,134,2021,109.0,"Crime,Drama",5.4,2923,9,producer,William Horberg
Julia,493080,Sony Pictures Classics,5.0,546478.0,PG-13,444,2021,95.0,"Biography,Documentary",7.6,1035,9,producer,Justin Wilkes
Willy's Wonderland,457144,Screen Media Films,123.0,45000.0,R,323,2021,88.0,"Action,Comedy,Horror",5.5,30802,9,producer,Bryan Lord
Jathi Ratnalu,731273,Flyhigh Cinemas,130.0,30000.0,R,295,2021,145.0,Comedy,7.3,7567,9,editor,Abhinav Danda
National Champions,475488,STX Entertainment,1197.0,465657.0,R,28,2021,116.0,"Drama,Sport",5.7,1539,9,producer,Basil Iwanyk
Tenet,365304105,Warner Bros.,2810.0,536378.0,PG-13,491,2020,150.0,"Action,Sci-Fi,Thriller",7.3,513587,9,editor,Jennifer Lame
For the Love of Money,480774,Freestyle Releasing,519.0,465757.0,R,44,2021,99.0,"Drama,Thriller",4.1,757,9,producer,Melissa A. Young
The Lost Leonardo,600188,Sony Pictures Classics,3.0,64567.0,PG-13,147,2021,96.0,"Documentary,Mystery",7.5,2045,9,writer,Christian Kirk Muff
"If I Can't Have Love, I Want Power",629926,IMAX,122.0,54647.0,R,129,2021,53.0,"Drama,Fantasy,Horror",6.4,1768,9,production_designer,David Baxa
Werewolves Within,991898,IFC Films,270.0,34665.0,R,190,2021,97.0,"Comedy,Horror,Mystery",6.0,21020,9,producer,Andrew Lieberman
The Truffle Hunters,1515528,Sony Pictures Classics,4.0,72635.0,PG-13,302,2020,84.0,Documentary,7.3,3093,9,editor,Charlotte Munch Bengtsen
The Sparks Brothers,1249115,Focus Features,534.0,82635.0,R,203,2021,140.0,"Biography,Comedy,Documentary",7.8,5318,9,cinematographer,Jake Polonsky
Aline,11149943,Roadside Attractions,70.0,54647.0,PG-13,430,2020,126.0,"Biography,Comedy,Drama",6.3,2759,9,cinematographer,Laurent Dailland
Nine Days,967662,Sony Pictures Classics,4.0,25367.0,R,155,2020,124.0,"Drama,Fantasy",6.8,8964,9,producer,Laura Tunstall
Anita,15017470,CMC Pictures,13.0,18500000.0,R,56,2021,137.0,"Biography,Drama,History",7.0,1040,9,producer,William Kong
Our Friend,663725,Gravitas Ventures,543.0,10000000.0,R,344,2019,124.0,"Drama,Romance",7.3,12839,9,producer,Teddy Schwarzman
Blue Bayou,919649,Focus Features,477.0,951011.0,R,112,2021,117.0,Drama,7.1,8257,9,cinematographer,Ante Cheng
L'Arracheuse de temps,750623,eOne Entertainment,68.0,700000.0,R,437,2021,105.0,Fantasy,6.4,186,9,producer,Antonello Cozzolino
The Mauritanian,7527030,STX Entertainment,248.0,14000000.0,R,323,2021,129.0,"Biography,Drama,Thriller",7.4,53005,9,writer,Mohamedou Ould Slahi
City of Lies,2824459,Saban Films,501.0,2811078.0,R,288,2018,112.0,"Biography,Crime,Drama",6.5,15946,9,producer,Stuart Manashil
Chal Mera Putt 3,2328987,Rhythm Boyz Entertainment,90.0,10000000.0,R,92,2021,130.0,Comedy,6.7,1671,9,composer,Gurcharan Singh
Witnesses,855765,Purdie Distribution,90.0,12000000.0,PG,211,2019,97.0,"Crime,Horror,Thriller",4.1,1436,9,actor,Circus-Szalewski
Four Good Days,864091,Vertical Entertainment,298.0,864091.0,R,246,2020,100.0,Drama,6.5,7826,9,producer,Jacob Avnet
The Jesus Music,1016725,Lionsgate,249.0,1016725.0,PG-13,92,2021,109.0,Documentary,7.3,487,9,producer,Josh Walsh
Come Play,13182254,Focus Features,2183.0,900000.0,PG-13,428,2020,96.0,"Drama,Horror,Mystery",5.7,14584,9,cinematographer,Maxime Alexandre
French Exit,1556763,Sony Pictures Classics,4.0,741895.0,R,323,2020,113.0,"Comedy,Drama",5.9,7735,9,producer,Christine Haebler
True to the Game 3,1038255,Faith Media Distribution,440.0,1038255.0,R,35,2021,98.0,"Crime,Romance,Thriller",5.0,301,9,producer,Yolanda Halley
Long Weekend,1018532,Stage 6 Films,814.0,500000.0,R,301,2021,91.0,"Comedy,Romance",6.1,1617,9,producer,Audrey Rosenberg
A-X-L,8467697,Global Road Entertainment,1710.0,1000000.0,PG,130,2018,100.0,"Action,Adventure,Drama",5.3,12313,9,producer,Tom Rosenberg
Scoob!,28588425,Warner Bros.,2500.0,90000000.0,PG,231,2020,93.0,"Adventure,Animation,Comedy",5.6,27587,9,writer,Matt Lieberman
Fahrenheit 11/9,6674168,Briarcliff Entertainment,1719.0,6000000.0,R,102,2018,128.0,Documentary,7.1,19733,9,cinematographer,Jayme Roy
Hotel Artemis,13313581,Global Road Entertainment,2407.0,15500000.0,R,207,2018,94.0,"Action,Crime,Drama",6.1,54726,9,producer,Adam Siegel
Boy Erased,11853081,Focus Features,5.0,11000000.0,R,425,2018,115.0,"Biography,Drama",6.9,39657,9,composer,Saunder Jurriaans
The Alpinist,1445831,Roadside Attractions,172.0,1445831.0,PG-13,113,2021,92.0,Documentary,7.9,10103,9,composer,Jon Cooper
Dog Days,6842356,LD Entertainment,2442.0,10000000.0,PG,146,2018,124.0,Drama,6.5,7,9,composer,Sewage Worker
Can You Ever Forgive Me?,12442161,Fox Searchlight,5.0,10000000.0,R,439,2018,106.0,"Biography,Comedy,Crime",7.1,53286,9,producer,Amy Nauiokas
Beautiful Boy,31711319,Amazon Studios,4.0,19300000.0,R,446,2018,120.0,"Biography,Drama",7.3,81375,9,producer,Dede Gardner
Mid90s,9303022,A24,4.0,1700000.0,R,77,2018,85.0,"Comedy,Drama",7.3,68048,9,producer,Lila Yacoub
Sanju,76693052,FIP,356.0,11590348.0,R,186,2018,155.0,"Biography,Comedy,Drama",7.6,55919,9,producer,Hetvi Karia
Unsane,14293601,Bleecker Street Media,2023.0,1500000.0,R,284,2018,98.0,"Drama,Horror,Mystery",6.4,47413,9,composer,David Wilder Savage
Early Man,54622814,Lionsgate,2494.0,50000000.0,PG,319,2018,89.0,"Adventure,Animation,Comedy",6.1,22651,9,producer,Peter Lord
Traffik,9515914,Lionsgate,1046.0,4000000.0,R,256,2018,96.0,"Action,Thriller",5.9,20703,9,editor,Melissa Kent
Unfriended: Dark Web,16024987,BH Tilt,1546.0,1000000.0,R,165,2018,92.0,"Horror,Mystery,Thriller",6.0,34264,9,editor,Andrew Wesman
Tully,15636462,Focus Features,1353.0,12500000.0,R,242,2018,95.0,"Comedy,Drama,Mystery",6.9,60267,9,producer,Aaron L. Gilbert
Midnight Sun,27365467,Global Road Entertainment,2173.0,2800000.0,PG-13,284,2018,91.0,"Drama,Romance",6.6,32505,9,producer,John Rickard
Hell Fest,18159691,Lionsgate,2297.0,5500000.0,R,98,2018,89.0,"Horror,Thriller",5.5,17841,9,writer,William Penick
The Old Man & the Gun,17860397,Fox Searchlight,5.0,15800000.0,PG-13,460,2018,93.0,"Biography,Comedy,Crime",6.7,47083,9,producer,James M. Johnston
The Miracle Season,10230620,Mirror/LD Entertainment,1707.0,10279655.0,PG,270,2018,101.0,"Drama,Sport",6.5,5698,9,producer,Scott Holroyd
The Wife,19978189,Sony Pictures Classics,4.0,80500000.0,R,502,2021,106.0,"Crime,Horror,Romance",4.5,336,9,editor,Mehul Bhatt
Padmaavat,22991060,Viva Pictures,326.0,25953338.0,R,341,2018,164.0,"Drama,History,Romance",7.0,33628,9,producer,Sudhanshu Vats
Upgrade,16593554,BH Tilt,1457.0,3000000.0,R,214,2018,100.0,"Action,Sci-Fi,Thriller",7.5,188815,9,composer,Jed Palmer
The Darkest Minds,41142379,Twentieth Century Fox,3127.0,34000000.0,PG-13,151,2018,104.0,"Action,Adventure,Drama",5.7,33061,9,producer,Shawn Levy
Lamb of God: The Concert Film,744813,Excel Entertainment,104.0,744813.0,R,295,2021,90.0,Musical,8.9,128,9,producer,Arthur Van Wagenen
RBG,14441292,Magnolia Pictures,34.0,14445571.0,PG,242,2018,98.0,"Biography,Documentary",7.6,14493,9,editor,Carla Gutierrez
Eighth Grade,14347433,A24,4.0,2000000.0,R,172,2018,93.0,"Comedy,Drama",7.4,77294,9,producer,Lila Yacoub
The Girl in the Spider's Web,35164920,Sony Pictures Entertainment (SPE),2929.0,43000000.0,R,56,2018,115.0,"Action,Crime,Drama",6.1,48704,9,writer,Steven Knight
The Possession of Hannah Grace,43016528,Screen Gems,2065.0,7700000.0,R,397,2018,86.0,"Horror,Mystery,Thriller",5.2,23709,9,composer,John Frizzell
Hunter Killer,31672678,Lionsgate,2728.0,40000000.0,R,70,2018,121.0,"Action,Thriller",6.6,65296,9,writer,Don Keith
Three Identical Strangers,13448497,Neon,5.0,3000000.0,PG-13,186,2018,96.0,"Biography,Documentary,Drama",7.6,36277,9,cinematographer,Tim Cragg
Forever My Girl,16376066,Roadside Attractions,1114.0,3500000.0,PG,347,2018,108.0,"Comedy,Drama,Music",6.6,18377,9,producer,Pete Shilaimon
Sorry to Bother You,18170707,Annapurna Pictures,16.0,3200000.0,R,179,2018,112.0,"Comedy,Drama,Fantasy",6.9,81692,9,producer,George Rush
"Paul, Apostle of Christ",25915966,Affirm Films,1473.0,5000000.0,PG-13,284,2018,108.0,"Adventure,Biography,Drama",6.6,8861,9,cinematographer,Gerardo Madrazo
Bad Times at the El Royale,31882724,Twentieth Century Fox,2808.0,32000000.0,R,84,2018,141.0,"Crime,Drama,Mystery",7.1,152996,9,editor,Lisa Lassek
Operation Finale,17612099,Metro-Goldwyn-Mayer (MGM),1818.0,24000000.0,PG-13,128,2018,122.0,"Biography,Drama,History",6.6,43797,9,producer,Jason Spire
Mortal Engines,83672673,Universal Pictures,3103.0,125000000.0,PG-13,383,2018,128.0,"Action,Adventure,Fantasy",6.1,128705,9,writer,Philip Reeve
Show Dogs,39156854,Global Road Entertainment,3212.0,5500000.0,PG,228,2018,92.0,"Adventure,Comedy,Crime",3.9,4846,9,producer,Philip von Alvensleben
The Happytime Murders,27506452,STX Entertainment,3256.0,40000000.0,R,130,2018,91.0,"Action,Comedy,Crime",5.4,28930,9,producer,Jeffrey M. Hayes
Proud Mary,21753365,Screen Gems,2125.0,14000000.0,R,354,2018,89.0,"Action,Crime,Drama",5.0,10143,9,producer,Tai Duncan
Won't You Be My Neighbor?,22844741,Focus Features,29.0,25000000.0,PG-13,207,2018,95.0,"Biography,Documentary",8.3,26092,9,cinematographer,Graham Willoughby
White Boy Rick,25957482,Studio 8,2504.0,29000000.0,R,112,2018,111.0,"Crime,Drama",6.5,38746,9,producer,Darren Aronofsky
Winchester,44019588,Lionsgate,2480.0,3500000.0,PG-13,333,2018,99.0,"Drama,Fantasy,Horror",5.4,34914,9,producer,Brett Tomberlin
Searching,75462037,Screen Gems,9.0,880000.0,PG-13,133,2018,102.0,"Drama,Horror,Mystery",7.6,165832,9,producer,Adam Sidman
The Strangers: Prey at Night,31039126,Aviron Pictures,2464.0,5000000.0,R,298,2018,85.0,Horror,5.2,32048,9,producer,James Harris
Overlord,41657844,Paramount Pictures,2859.0,38000000.0,R,56,2018,110.0,"Action,Horror,Sci-Fi",6.6,100906,9,producer,Lindsey Weber
The Hate U Give,34934009,Twentieth Century Fox,36.0,23000000.0,PG-13,453,2018,133.0,"Crime,Drama",7.5,37239,9,producer,Wyck Godfrey
Seberg,655178,Amazon Studios,3.0,8000000.0,R,315,2019,102.0,"Biography,Drama,Thriller",5.9,9303,9,producer,Fred Berger
Pinocchio,23841090,Roadside Attractions,786.0,2600000.0,PG-13,372,2019,125.0,"Drama,Family,Fantasy",6.2,13636,9,producer,Jean Labadie
Ava,3293783,Vertical Entertainment,222.0,110000000.0,R,98,2020,99.0,"Sci-Fi,Thriller",3.7,106,9,editor,Justin Lewis
Spell,500104,Paramount Pictures,369.0,500104.0,R,70,2018,87.0,"Comedy,Drama,Thriller",6.0,646,9,composer,Patrick Stump
The Big Ugly,515399,Vertical Entertainment,68.0,6000000.0,R,161,2020,106.0,"Crime,Drama,Thriller",5.1,6295,9,composer,Alex Heffes
The Call,1591194,Atlas Distribution Company,195.0,13000000.0,R,98,2020,97.0,"Horror,Mystery,Thriller",4.2,4369,9,producer,Jeffrey Reddick
The Forgotten Carols,502252,Purdie Distribution,59.0,502252.0,R,407,2020,130.0,Musical,8.2,70,9,producer,Tyler Weston
Inside Out,1236845,Walt Disney Pictures,442.0,175000000.0,PG,175,2018,95.0,Drama,8.4,9,9,actress,Andree Davidson
Kajillionaire,1285775,Focus Features,529.0,520000.0,R,98,2020,104.0,"Comedy,Crime,Drama",6.4,19834,9,composer,Emile Mosseri
Beauty and the Beast,1263521126,Walt Disney Studios Motion Pictures,4210.0,160000000.0,PG,290,2018,60.0,"Family,Fantasy,Musical",7.2,18,9,actor,Marcos Cano
Followed,548608,Global View Entertainment,44.0,20000000.0,R,196,2018,96.0,"Horror,Mystery,Thriller",4.9,2641,9,cinematographer,Nelson Pun
Panga,4886124,FIP,102.0,3501210.0,R,343,2020,131.0,"Drama,Sport",6.8,7661,9,composer,Ankit Balhara
100% Wolf,9642701,Viva Pictures,0.0,15000000.0,PG,449,2020,96.0,"Adventure,Animation,Comedy",5.6,1980,9,producer,Alexia Gates-Foale
Shortcut,600734,Gravitas Ventures,704.0,1278972.0,R,105,2020,80.0,"Adventure,Fantasy,Horror",4.1,1446,9,producer,Simona Ferri
Merci pour tout,1073969,eOne Entertainment,57.0,5000000.0,R,373,2019,99.0,Comedy,6.3,219,9,composer,Martin Léon
Chhapaak,6532100,FIP,100.0,4346488.0,R,357,2020,120.0,"Biography,Drama",5.3,27276,9,composer,Tubby
Alone,651445,Magnolia Pictures,169.0,301839.0,R,112,2019,69.0,"Adventure,Drama,Sci-Fi",6.4,307,8,editor,Carlos Lima
Color Out of Space,1023510,RLJE Films,81.0,8500000.0,R,343,2019,111.0,"Horror,Mystery,Sci-Fi",6.2,49895,9,producer,Josh C. Waller
Synchronic,1483731,Well Go USA Entertainment,327.0,18900000.0,R,77,2019,102.0,"Crime,Drama,Horror",6.2,32875,9,composer,Jimmy LaValle
Patterns of Evidence: The Red Sea Miracle,696191,Fathom Events,849.0,696191.0,R,318,2020,150.0,Documentary,6.2,90,9,self,Glen Fritz
The Last Vermeer,884710,TriStar Pictures,912.0,220000.0,R,49,2019,118.0,Drama,6.7,4187,9,writer,Jonathan Lopez
Baaghi 3,16726510,FIP,265.0,17983889.0,R,301,2020,143.0,"Action,Adventure,Thriller",2.1,12872,9,writer,Tasha Bhambra
After We Collided,47990414,Open Road Films (II),460.0,14000000.0,R,77,2020,105.0,"Drama,Romance",5.0,33179,9,producer,Nicolas Chartier
Possessor,911180,Neon,320.0,750000.0,R,91,2020,103.0,"Horror,Mystery,Sci-Fi",6.5,38140,9,producer,Andrew Starke
Vanguard,50866901,Gravitas Ventures,1375.0,5866901.0,PG-13,49,2020,107.0,"Action,Adventure,Comedy",4.7,5920,9,producer,Baolin Zhou
A Hidden Life,4622354,Fox Searchlight,5.0,8300000.0,PG-13,385,2019,174.0,"Biography,Drama,Romance",7.4,25195,9,producer,Josh Jeter
Sarileru Neekevvaru,37389889,Great India Films,300.0,9054525.0,R,357,2020,169.0,"Action,Comedy,Drama",5.8,8177,9,writer,Rafi Warsi
Mafia Inc,889863,Entertainment One,85.0,8500000.0,R,322,2019,143.0,"Crime,Drama",6.8,1486,9,producer,Antonello Cozzolino
